Fold,AUC,AUPR,F1,Accuracy
1,0.9472115317332587,0.3565481008733737,0.2702702702702703,0.9884417808219178
2,0.8435711906996458,0.08877159805166075,0.07317073170731707,0.9674657534246576
3,0.9417113279281756,0.2398307762879818,0.12244897959183673,0.9815924657534246
4,0.762384101502684,0.13565642227882646,0.084070796460177,0.8227739726027398
5,0.5514518754585472,0.15945231496078796,0.06862745098039216,0.9070450097847358
