Fold,AUC,AUPR,F1,Accuracy
1,0.8995881782945737,0.9007637443029761,0.8263473053892216,0.8406593406593407
1,0.8860321850641186,0.9148626772236728,0.8043478260869564,0.7988826815642458
1,0.9256429844665138,0.9126845251567717,0.85,0.8659217877094972
1,0.896551724137931,0.9128851325705054,0.8404255319148937,0.8324022346368715
1,0.9398415891375409,0.9559341495792295,0.8659793814432989,0.8547486033519553
