Fold,AUC,AUPR,F1,Accuracy
1,0.9583820662768031,0.9600980156651185,0.8764044943820225,0.8921568627450981
2,0.9702415458937199,0.9628367460167792,0.907103825136612,0.9170731707317074
3,0.9691691691691693,0.9729328888575052,0.8938547486033519,0.9054726368159204
4,0.9677777777777778,0.9669759524453264,0.9050279329608939,0.915
5,0.9363026819923371,0.904633095827443,0.8279569892473119,0.8446601941747572
