0.24655	0.21958	0.24672	0.24510	0.24628	0.24683	0.19230	0.00251	0.06953	0.16176	0.23981	0.08673	0.19101	0.22873	0.24510	0.00675	0.24571	0.23654	0.24525	0.00196	0.10818	0.24464	0.24314	0.18875	0.12387	0.24549	0.23383	0.19556	0.20489	0.23530	0.15395	0.24444	0.23899	0.16051	0.01090	0.00329	0.22717	0.23297	0.23244	0.22751	0.01916	0.00354	0.10266
0.23769	0.14544	0.23302	0.23828	0.23900	0.23273	0.08126	0.01037	0.01576	0.23120	0.23856	0.04635	0.07922	0.24268	0.24109	0.02797	0.23940	0.24310	0.23449	0.00587	0.07000	0.22292	0.24219	0.22153	0.03305	0.24094	0.24003	0.12023	0.19396	0.20257	0.22284	0.24089	0.24293	0.04241	0.01102	0.00401	0.20776	0.24366	0.23144	0.17601	0.01022	0.00381	0.02481
0.22956	0.17051	0.22716	0.22935	0.23025	0.22713	0.12617	0.01181	0.04252	0.19156	0.22724	0.06290	0.12421	0.22506	0.23089	0.02402	0.23023	0.22897	0.22699	0.00998	0.08295	0.22141	0.23068	0.19747	0.07362	0.23109	0.22580	0.14663	0.18921	0.20521	0.18403	0.23076	0.22951	0.09247	0.01637	0.00949	0.20415	0.22737	0.22001	0.18905	0.01919	0.00937	0.05836
0.20368	0.12664	0.19967	0.20431	0.20491	0.19942	0.07296	0.02579	0.02574	0.20409	0.20480	0.04847	0.07157	0.20910	0.20682	0.04143	0.20526	0.20925	0.20095	0.02246	0.06761	0.19099	0.20786	0.19368	0.03636	0.20669	0.20641	0.10578	0.16866	0.17356	0.19692	0.20676	0.20880	0.04175	0.02622	0.02073	0.17828	0.20972	0.19866	0.15189	0.02474	0.02049	0.02993
0.22947	0.22161	0.23080	0.22771	0.22890	0.23098	0.20590	0.00959	0.08362	0.13568	0.22161	0.09470	0.20520	0.20801	0.22711	0.01057	0.22813	0.21691	0.22874	0.01036	0.11305	0.23075	0.22460	0.16807	0.14010	0.22758	0.21442	0.19985	0.19261	0.22485	0.12848	0.22641	0.21972	0.17957	0.01910	0.01227	0.21435	0.21267	0.21464	0.22291	0.02847	0.01258	0.11819
0.24066	0.15114	0.23622	0.24113	0.24190	0.23596	0.08837	0.00861	0.01816	0.22898	0.24104	0.04806	0.08618	0.24426	0.24382	0.02585	0.24226	0.24525	0.23747	0.00444	0.07167	0.22656	0.24475	0.22149	0.03803	0.24372	0.24211	0.12545	0.19604	0.20635	0.22054	0.24363	0.24519	0.04921	0.00992	0.00274	0.21061	0.24550	0.23370	0.18066	0.00969	0.00256	0.02856
0.23806	0.19515	0.23694	0.23724	0.23835	0.23703	0.15957	0.00702	0.05641	0.17618	0.23352	0.07353	0.15801	0.22696	0.23801	0.01554	0.23800	0.23305	0.23601	0.00601	0.09436	0.23329	0.23692	0.19285	0.09967	0.23839	0.22987	0.17102	0.19760	0.21975	0.16842	0.23772	0.23433	0.12671	0.01376	0.00644	0.21506	0.23024	0.22615	0.20822	0.01929	0.00645	0.07993
0.20141	0.19784	0.20267	0.19999	0.20108	0.20288	0.18623	0.02249	0.08533	0.12205	0.19468	0.09041	0.18593	0.18309	0.19948	0.02403	0.20033	0.19120	0.20063	0.02400	0.10502	0.20309	0.19728	0.14961	0.13255	0.20001	0.18859	0.17894	0.17149	0.19710	0.11573	0.19909	0.19326	0.16495	0.03127	0.02563	0.18772	0.18712	0.18836	0.19736	0.03897	0.02576	0.11203
0.20249	0.20627	0.20430	0.20082	0.20186	0.20448	0.19839	0.02173	0.09078	0.11477	0.19488	0.09693	0.19803	0.18135	0.20002	0.02137	0.20108	0.19003	0.20210	0.02346	0.11088	0.20527	0.19746	0.14611	0.14113	0.20047	0.18781	0.18752	0.17148	0.20168	0.10847	0.19939	0.19274	0.17800	0.03099	0.02540	0.19079	0.18582	0.18851	0.20340	0.03974	0.02567	0.12158
0.22910	0.21863	0.23023	0.22746	0.22862	0.23044	0.20186	0.00956	0.08180	0.13812	0.22154	0.09252	0.20067	0.20865	0.22698	0.01163	0.22792	0.21749	0.22808	0.01049	0.11018	0.23012	0.22461	0.16926	0.13703	0.22748	0.21482	0.19663	0.19170	0.22296	0.13113	0.22642	0.22000	0.17481	0.01917	0.01225	0.21264	0.21321	0.21442	0.22052	0.02820	0.01248	0.11433
0.24946	0.20103	0.24813	0.24857	0.24960	0.24814	0.16177	0.00249	0.05275	0.18640	0.24490	0.07505	0.16005	0.23835	0.24939	0.01065	0.24934	0.24392	0.24751	0.00043	0.09827	0.24346	0.24836	0.20310	0.09786	0.24960	0.24112	0.17661	0.20637	0.23066	0.17860	0.24884	0.24561	0.12666	0.00857	0.00085	0.22656	0.24159	0.23768	0.21645	0.01440	0.00099	0.07980
0.24748	0.18665	0.24523	0.24700	0.24795	0.24514	0.14006	0.00411	0.04211	0.19962	0.24438	0.06748	0.13834	0.24069	0.24838	0.01481	0.24789	0.24481	0.24525	0.00130	0.09107	0.23900	0.24793	0.20911	0.07973	0.24848	0.24199	0.16176	0.20390	0.22423	0.19149	0.24789	0.24609	0.10376	0.00863	0.00109	0.22271	0.24333	0.23719	0.20645	0.01266	0.00115	0.06483
0.24908	0.19710	0.24748	0.24831	0.24932	0.24744	0.15545	0.00282	0.04941	0.19034	0.24491	0.07279	0.15381	0.23910	0.24931	0.01179	0.24912	0.24428	0.24707	0.00059	0.09608	0.24230	0.24843	0.20485	0.09214	0.24948	0.24147	0.17227	0.20550	0.22899	0.18226	0.24875	0.24590	0.12001	0.00846	0.00081	0.22559	0.24221	0.23758	0.21377	0.01374	0.00093	0.07535
0.24926	0.21030	0.24862	0.24810	0.24918	0.24867	0.17638	0.00212	0.06038	0.17600	0.24369	0.08102	0.17486	0.23507	0.24854	0.00822	0.24880	0.24156	0.24766	0.00057	0.10380	0.24505	0.24708	0.19758	0.11011	0.24880	0.23889	0.18629	0.20678	0.23414	0.16829	0.24788	0.24366	0.14267	0.00915	0.00143	0.22827	0.23874	0.23654	0.22252	0.01617	0.00165	0.09082
0.21196	0.22671	0.21471	0.20975	0.21088	0.21506	0.22668	0.01727	0.10228	0.10515	0.20278	0.10736	0.22579	0.18629	0.20818	0.01307	0.20992	0.19621	0.21186	0.01888	0.12294	0.21750	0.20507	0.14581	0.16460	0.20878	0.19430	0.20975	0.18183	0.21613	0.10002	0.20747	0.19935	0.20623	0.02789	0.02168	0.20291	0.19120	0.19716	0.22034	0.03914	0.02210	0.14040
0.18451	0.22563	0.18882	0.18190	0.18303	0.18931	0.24276	0.02911	0.12259	0.06751	0.17406	0.11840	0.24251	0.15468	0.17946	0.02004	0.18181	0.16581	0.18519	0.03235	0.12923	0.19467	0.17570	0.11531	0.18730	0.18022	0.16428	0.21337	0.16288	0.19820	0.06391	0.17878	0.16920	0.23062	0.04104	0.03595	0.18198	0.15992	0.16952	0.21023	0.05366	0.03642	0.16141
0.21871	0.22871	0.22122	0.21655	0.21772	0.22154	0.22539	0.01423	0.09884	0.11241	0.20965	0.10541	0.22449	0.19350	0.21515	0.01092	0.21678	0.20335	0.21849	0.01561	0.12206	0.22345	0.21212	0.15231	0.16147	0.21574	0.20131	0.21066	0.18670	0.22119	0.10686	0.21442	0.20647	0.20328	0.02480	0.01829	0.20832	0.19842	0.20373	0.22398	0.03590	0.01870	0.13708
