Disease,colon cancer,obesity,bacterial vaginosis,ulcerative colitis,atopic dermatitis,asthma,cystic fibrosis,psoriasis,colorectal carcinoma,liver cirrhosis,allergic asthma,multiple sclerosis,crohn's disease,irritable bowel syndrome,short bowel syndrome,acquired immunodeficiency syndrome,laryngeal carcinoma,chronic obstructive pulmonary disease,colorectal cancer,major depressive disorder,bipolar disorder,chronic fatigue syndrome,parkinson's disease,alzheimer's disease,atherosclerosis,aggressive periodontitis,esophageal cancer,ankylosing spondylitis,primary sclerosing cholangitis,behcet's disease,autoimmune hepatitis,hepatitis b,pancreatic cancer,tuberculosis,cervical cancer,rheumatoid arthritis,periodontal disease,blepharitis,coronary artery disease,polycystic ovary syndrome,trachoma,gestational diabetes,megaesophagus,pneumonia,hypertension,macular degeneration,systemic lupus erythematosus,denture stomatitis,osmotic diarrhea,endometrial cancer,acne,vitiligo,appendicitis,constipation,aphthous stomatitis,psoriatic arthritis,botulism,idiopathic pulmonary fibrosis,rett syndrome,gingivitis,eosinophilic esophagitis,chronic kidney disease,periodontitis,anorexia nervosa,kawasaki disease,pancreatitis,hepatic encephalopathy,gastroenteritis,primary biliary cholangitis,hepatitis c,schizophrenia,atrophic gastritis,cervicitis,hyperthyroidism,bullous pemphigoid,otitis media,chlamydia,alcoholic hepatitis,neuromyelitis optica,azoospermia,reactive arthritis,oligoasthenoteratozoospermia,budd-chiari syndrome,prostate cancer,multiple system atrophy,autoimmune polyendocrine syndrome type 1,attention deficit hyperactivity disorder,hirschsprung's disease,pelvic inflammatory disease,granulomatosis with polyangiitis,stomach cancer,myasthenia gravis,osteoarthritis,lung cancer,breast cancer,bronchiectasis,graves' disease,microscopic colitis,bronchiolitis,keratitis,chronic granulomatous disease,anovulation,cleft palate,silicosis,urolithiasis,endometriosis,cholestasis,tongue cancer,diarrhea,seborrheic dermatitis,generalized anxiety disorder,rosacea,familial mediterranean fever,fibromyalgia,collagenous colitis,pemphigus vulgaris,intrahepatic cholangiocarcinoma,osteoporosis,down syndrome,chronic mucocutaneous candidiasis,hyper ige syndrome,biliary atresia,alopecia universalis,hidradenitis suppurativa,huntington's disease,kaposi's sarcoma,wiskott-aldrich syndrome,hyperglycemia,biliary tract cancer,stevens-johnson syndrome,chronic urticaria,migraine,dry eye syndrome,covid-19
bipolar disorder,0.0498579928542293,0.0714299464323527,0.0613432731147329,0.0613432731147329,0.0714299464323527,0.0591184875446644,0.0714299464323527,0.0865818037575277,0.0,0.0714299464323527,0.0536764212738369,0.0613432731147329,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0865818037575277,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.453010235567401,1.0,0.14710563962039902,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.0545213728963117,0.0714299464323527,0.0613432731147329,0.0,0.0714299464323527,0.0613432731147329,0.10989238800625699,0.0714299464323527,0.0865818037575277,0.0613432731147329,0.0545213728963117,0.0714299464323527,0.0545213728963117,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0714299464323527,0.0498579928542293,0.0656073668246963,0.0714299464323527,0.0865818037575277,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0714299464323527,0.0636346770560017,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0545213728963117,0.21027009483971,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0613432731147329,0.17347272704999897,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.10989238800625699,0.0470411711002957,0.10989238800625699,0.38696765352854207,0.0714299464323527,0.0613432731147329,0.0865818037575277,0.0470411711002957,0.0613432731147329,0.0,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0545213728963117,0.0,0.0714299464323527,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.21027009483971,0.0613432731147329,0.0865818037575277,0.0563205179329596,0.0714299464323527,0.0470411711002957,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0714299464323527,0.0545144690325174,0.0613432731147329,0.0714299464323527,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.10989238800625699,0.0545213728963117,0.0,0.0865818037575277,0.0613432731147329,0.0613432731147329,0.10989238800625699,0.0714299464323527,0.38696765352854207,0.0865818037575277,0.0714299464323527,0.0545213728963117,0.0545213728963117,0.0,0.0444245555713213,0.0545213728963117,0.10989238800625699,0.0613432731147329,0.0,0.0545213728963117,0.0613432731147329,0.0613432731147329,0.0545144690325174,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0714299464323527,0.0865818037575277,0.0,0.0714299464323527,0.0545213728963117,0.0
chronic fatigue syndrome,0.10162667835797999,0.128249502550101,0.115768709113422,0.115768709113422,0.128249502550101,0.10410572726251599,0.128249502550101,0.14710563962039902,0.0,0.128249502550101,0.0999123781881703,0.115768709113422,0.128249502550101,0.54337899543379,0.14710563962039902,0.14710563962039902,0.115768709113422,0.115768709113422,0.107359912685637,0.115768709113422,0.14710563962039902,1.0,0.115768709113422,0.115768709113422,0.107359912685637,0.107359912685637,0.128249502550101,0.115768709113422,0.0,0.128249502550101,0.115768709113422,0.17637095066694897,0.128249502550101,0.14710563962039902,0.115768709113422,0.107359912685637,0.128249502550101,0.107359912685637,0.128249502550101,0.54337899543379,0.14710563962039902,0.115768709113422,0.14710563962039902,0.128249502550101,0.128249502550101,0.10162667835797999,0.108384549152341,0.128249502550101,0.14710563962039902,0.107359912685637,0.128249502550101,0.128249502550101,0.128249502550101,0.11285385265735699,0.128249502550101,0.54337899543379,0.14710563962039902,0.107359912685637,0.14710563962039902,0.107359912685637,0.128249502550101,0.128249502550101,0.115768709113422,0.128249502550101,0.115768709113422,0.14710563962039902,0.128249502550101,0.17637095066694897,0.0865360309624762,0.17637095066694897,0.14710563962039902,0.128249502550101,0.115768709113422,0.14710563962039902,0.0865360309624762,0.115768709113422,0.0,0.115768709113422,0.14710563962039902,0.128249502550101,0.107359912685637,0.0,0.128249502550101,0.115768709113422,0.115768709113422,0.107359912685637,0.14710563962039902,0.115768709113422,0.14710563962039902,0.0987474809316089,0.128249502550101,0.0865360309624762,0.107359912685637,0.128249502550101,0.128249502550101,0.128249502550101,0.0953134799189487,0.115768709113422,0.128249502550101,0.107359912685637,0.128249502550101,0.128249502550101,0.17637095066694897,0.107359912685637,0.0,0.14710563962039902,0.115768709113422,0.115768709113422,0.17637095066694897,0.128249502550101,0.14710563962039902,0.14710563962039902,0.128249502550101,0.107359912685637,0.107359912685637,0.0,0.0949619587666687,0.107359912685637,0.17637095066694897,0.115768709113422,0.0,0.107359912685637,0.115768709113422,0.115768709113422,0.0953134799189487,0.115768709113422,0.14710563962039902,0.128249502550101,0.128249502550101,0.14710563962039902,0.0,0.128249502550101,0.107359912685637,0.0
parkinson's disease,0.0280132767810044,0.0476199206365212,0.093408272931481,0.093408272931481,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.0822137478602683,0.444229946263574,0.115648378688694,0.115768709113422,0.14897652042149404,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,1.0,0.444229946263574,0.078342403747824,0.078342403747824,0.0476199206365212,0.093408272931481,0.0,0.115648378688694,0.093408272931481,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.078342403747824,0.115648378688694,0.144176356477088,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.14897652042149404,0.115648378688694,0.115648378688694,0.12520219622530498,0.114242844100718,0.115648378688694,0.14897652042149404,0.0322586368373393,0.115648378688694,0.115648378688694,0.115648378688694,0.103565692421286,0.115648378688694,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.078342403747824,0.115648378688694,0.115648378688694,0.093408272931481,0.0476199206365212,0.093408272931481,0.14897652042149404,0.351665478053376,0.20006352136934302,0.0724188282515526,0.0823790970344355,0.0613432731147329,0.115648378688694,0.093408272931481,0.14897652042149404,0.0724188282515526,0.171902619932726,0.0,0.093408272931481,0.453010235567401,0.115648378688694,0.078342403747824,0.0,0.115648378688694,0.0384622300306098,0.6730764389785729,0.078342403747824,0.0613432731147329,0.093408272931481,0.14897652042149404,0.0921133696066727,0.0476199206365212,0.133274986446135,0.078342403747824,0.0476199206365212,0.0476199206365212,0.115648378688694,0.0892681146452845,0.093408272931481,0.115648378688694,0.144176356477088,0.115648378688694,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.093408272931481,0.0384622300306098,0.20006352136934302,0.115648378688694,0.0613432731147329,0.14897652042149404,0.115648378688694,0.078342403747824,0.078342403747824,0.0,0.023062117726601005,0.078342403747824,0.0823790970344355,0.0384622300306098,0.0,0.078342403747824,0.093408272931481,0.093408272931481,0.42454023104585603,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.351665478053376,0.144176356477088,0.0
alzheimer's disease,0.0280132767810044,0.0476199206365212,0.093408272931481,0.093408272931481,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.0822137478602683,0.444229946263574,0.115648378688694,0.115768709113422,0.14897652042149404,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,0.444229946263574,1.0,0.078342403747824,0.078342403747824,0.0476199206365212,0.093408272931481,0.0,0.115648378688694,0.093408272931481,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.078342403747824,0.115648378688694,0.144176356477088,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.14897652042149404,0.115648378688694,0.115648378688694,0.12520219622530498,0.114242844100718,0.115648378688694,0.14897652042149404,0.0322586368373393,0.115648378688694,0.115648378688694,0.115648378688694,0.103565692421286,0.115648378688694,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.078342403747824,0.115648378688694,0.115648378688694,0.093408272931481,0.0476199206365212,0.093408272931481,0.14897652042149404,0.351665478053376,0.20006352136934302,0.0724188282515526,0.0823790970344355,0.0613432731147329,0.115648378688694,0.093408272931481,0.14897652042149404,0.0724188282515526,0.171902619932726,0.0,0.093408272931481,0.453010235567401,0.115648378688694,0.078342403747824,0.0,0.115648378688694,0.0384622300306098,0.444229946263574,0.078342403747824,0.0613432731147329,0.093408272931481,0.14897652042149404,0.0921133696066727,0.0476199206365212,0.133274986446135,0.078342403747824,0.0476199206365212,0.0476199206365212,0.115648378688694,0.0892681146452845,0.093408272931481,0.115648378688694,0.144176356477088,0.115648378688694,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.093408272931481,0.0384622300306098,0.20006352136934302,0.115648378688694,0.0613432731147329,0.14897652042149404,0.115648378688694,0.078342403747824,0.078342403747824,0.0,0.023062117726601005,0.078342403747824,0.0823790970344355,0.0384622300306098,0.0,0.078342403747824,0.093408272931481,0.093408272931481,0.42454023104585603,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.351665478053376,0.144176356477088,0.0
atherosclerosis,0.0220824020542819,0.041172338956928005,0.078342403747824,0.078342403747824,0.0999899660382537,0.0836282440076777,0.041172338956928005,0.13240904846247098,0.0,0.0999899660382537,0.0690633914102252,0.078342403747824,0.0999899660382537,0.107359912685637,0.13240904846247098,0.0545213728963117,0.0322586368373393,0.078342403747824,0.0262176875118606,0.0322586368373393,0.0545213728963117,0.107359912685637,0.078342403747824,0.078342403747824,1.0,0.0636715268145186,0.041172338956928005,0.078342403747824,0.0,0.30405112121836303,0.078342403747824,0.07496321975220599,0.041172338956928005,0.0545213728963117,0.0322586368373393,0.0636715268145186,0.0999899660382537,0.0636715268145186,0.47553108355459006,0.107359912685637,0.0545213728963117,0.0322586368373393,0.13240904846247098,0.0999899660382537,0.47553108355459006,0.053628690703256,0.101868774864881,0.0999899660382537,0.13240904846247098,0.0262176875118606,0.0999899660382537,0.0999899660382537,0.0999899660382537,0.0896700849690106,0.0999899660382537,0.107359912685637,0.0545213728963117,0.0636715268145186,0.0545213728963117,0.0636715268145186,0.0999899660382537,0.0999899660382537,0.078342403747824,0.041172338956928005,0.078342403747824,0.13240904846247098,0.0999899660382537,0.182053533683929,0.0609201902754844,0.07496321975220599,0.0545213728963117,0.0999899660382537,0.078342403747824,0.13240904846247098,0.0609201902754844,0.078342403747824,0.0,0.078342403747824,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.0,0.30405112121836303,0.0322586368373393,0.078342403747824,0.0636715268145186,0.0545213728963117,0.078342403747824,0.13240904846247098,0.24284437708802997,0.041172338956928005,0.0609201902754844,0.0636715268145186,0.041172338956928005,0.041172338956928005,0.0999899660382537,0.0774206211888767,0.078342403747824,0.0999899660382537,0.0636715268145186,0.0999899660382537,0.0999899660382537,0.07496321975220599,0.0636715268145186,0.0,0.13240904846247098,0.078342403747824,0.0322586368373393,0.182053533683929,0.0999899660382537,0.0545213728963117,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.0636715268145186,0.0,0.0172583557076123,0.0636715268145186,0.07496321975220599,0.0322586368373393,0.0,0.0636715268145186,0.078342403747824,0.078342403747824,0.0774206211888767,0.0322586368373393,0.0545213728963117,0.041172338956928005,0.041172338956928005,0.13240904846247098,0.0,0.0999899660382537,0.0636715268145186,0.0
aggressive periodontitis,0.0220824020542819,0.041172338956928005,0.078342403747824,0.144176356477088,0.0999899660382537,0.0836282440076777,0.041172338956928005,0.13240904846247098,0.0,0.18401514758300502,0.0690633914102252,0.078342403747824,0.18401514758300502,0.107359912685637,0.24367715641412802,0.0545213728963117,0.0322586368373393,0.078342403747824,0.0262176875118606,0.0322586368373393,0.0545213728963117,0.107359912685637,0.078342403747824,0.078342403747824,0.0636715268145186,1.0,0.041172338956928005,0.078342403747824,0.0,0.0999899660382537,0.078342403747824,0.07496321975220599,0.041172338956928005,0.0545213728963117,0.0322586368373393,0.0636715268145186,0.720502458320628,0.0636715268145186,0.0999899660382537,0.107359912685637,0.0545213728963117,0.0322586368373393,0.24367715641412802,0.0999899660382537,0.0999899660382537,0.053628690703256,0.101868774864881,0.30405112121836303,0.24367715641412802,0.0262176875118606,0.0999899660382537,0.0999899660382537,0.18401514758300502,0.16502309754801098,0.30405112121836303,0.107359912685637,0.0545213728963117,0.0636715268145186,0.0545213728963117,0.458800951860886,0.18401514758300502,0.0999899660382537,0.8387094771069309,0.041172338956928005,0.078342403747824,0.13240904846247098,0.0999899660382537,0.335039696443533,0.112113627481774,0.07496321975220599,0.0545213728963117,0.18401514758300502,0.078342403747824,0.13240904846247098,0.0609201902754844,0.078342403747824,0.0,0.144176356477088,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.0,0.0999899660382537,0.0322586368373393,0.078342403747824,0.0636715268145186,0.0545213728963117,0.144176356477088,0.13240904846247098,0.0798615736732446,0.041172338956928005,0.0609201902754844,0.0636715268145186,0.041172338956928005,0.041172338956928005,0.0999899660382537,0.0774206211888767,0.144176356477088,0.0999899660382537,0.0636715268145186,0.0999899660382537,0.0999899660382537,0.07496321975220599,0.0636715268145186,0.0,0.13240904846247098,0.144176356477088,0.0322586368373393,0.335039696443533,0.0999899660382537,0.0545213728963117,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.117177011532601,0.0,0.0172583557076123,0.0636715268145186,0.07496321975220599,0.0322586368373393,0.0,0.117177011532601,0.078342403747824,0.078342403747824,0.0774206211888767,0.0322586368373393,0.0545213728963117,0.041172338956928005,0.041172338956928005,0.13240904846247098,0.0,0.0999899660382537,0.0636715268145186,0.0
esophageal cancer,0.42459201949587105,0.0571439257166366,0.0476199206365212,0.0476199206365212,0.0571439257166366,0.0475288235576909,0.0571439257166366,0.0714299464323527,0.0,0.0571439257166366,0.0418146436354573,0.0476199206365212,0.0571439257166366,0.128249502550101,0.0714299464323527,0.0714299464323527,0.351665478053376,0.0476199206365212,0.47553108355459006,0.0476199206365212,0.0714299464323527,0.128249502550101,0.0476199206365212,0.0476199206365212,0.041172338956928005,0.041172338956928005,1.0,0.0476199206365212,0.0,0.0571439257166366,0.0476199206365212,0.0933602719681705,0.42199872839720204,0.0714299464323527,0.351665478053376,0.041172338956928005,0.0571439257166366,0.041172338956928005,0.0571439257166366,0.128249502550101,0.0714299464323527,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.0367619429090039,0.0545144690325174,0.0571439257166366,0.0714299464323527,0.30405112121836303,0.0571439257166366,0.0571439257166366,0.0571439257166366,0.0510669457973912,0.0571439257166366,0.128249502550101,0.0714299464323527,0.041172338956928005,0.0714299464323527,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0476199206365212,0.0571439257166366,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0933602719681705,0.0367574589715877,0.0933602719681705,0.0714299464323527,0.0571439257166366,0.0476199206365212,0.0714299464323527,0.0367574589715877,0.0476199206365212,0.0,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.041172338956928005,0.0,0.0571439257166366,0.351665478053376,0.0476199206365212,0.041172338956928005,0.0714299464323527,0.0476199206365212,0.0714299464323527,0.0453303557220572,0.659999251998354,0.0367574589715877,0.041172338956928005,0.42199872839720204,0.42199872839720204,0.0571439257166366,0.0439086453554596,0.0476199206365212,0.0571439257166366,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0933602719681705,0.041172338956928005,0.0,0.0714299464323527,0.0476199206365212,0.549999174998487,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0714299464323527,0.0571439257166366,0.041172338956928005,0.041172338956928005,0.0,0.36520716460591296,0.041172338956928005,0.0933602719681705,0.0476199206365212,0.0,0.041172338956928005,0.0476199206365212,0.0476199206365212,0.0439086453554596,0.351665478053376,0.0714299464323527,0.0571439257166366,0.659999251998354,0.0714299464323527,0.0,0.0571439257166366,0.041172338956928005,0.0
ankylosing spondylitis,0.0280132767810044,0.0476199206365212,0.093408272931481,0.093408272931481,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.0822137478602683,0.093408272931481,0.115648378688694,0.115768709113422,0.14897652042149404,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,0.093408272931481,0.093408272931481,0.078342403747824,0.078342403747824,0.0476199206365212,1.0,0.0,0.115648378688694,0.093408272931481,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.5645155881887141,0.115648378688694,0.078342403747824,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.14897652042149404,0.115648378688694,0.115648378688694,0.0680322436110106,0.347391505530755,0.115648378688694,0.14897652042149404,0.0322586368373393,0.115648378688694,0.115648378688694,0.115648378688694,0.103565692421286,0.115648378688694,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.078342403747824,0.115648378688694,0.115648378688694,0.093408272931481,0.0476199206365212,0.093408272931481,0.14897652042149404,0.115648378688694,0.20006352136934302,0.0724188282515526,0.0823790970344355,0.0613432731147329,0.115648378688694,0.093408272931481,0.14897652042149404,0.0724188282515526,0.093408272931481,0.0,0.093408272931481,0.14897652042149404,0.115648378688694,0.5645155881887141,0.0,0.115648378688694,0.0384622300306098,0.093408272931481,0.078342403747824,0.0613432731147329,0.093408272931481,0.14897652042149404,0.0921133696066727,0.0476199206365212,0.0724188282515526,0.5645155881887141,0.0476199206365212,0.0476199206365212,0.115648378688694,0.0892681146452845,0.093408272931481,0.115648378688694,0.078342403747824,0.115648378688694,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.093408272931481,0.0384622300306098,0.20006352136934302,0.115648378688694,0.0613432731147329,0.14897652042149404,0.115648378688694,0.144176356477088,0.078342403747824,0.0,0.023062117726601005,0.3725798659459621,0.0823790970344355,0.0384622300306098,0.0,0.078342403747824,0.093408272931481,0.093408272931481,0.0892681146452845,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.078342403747824,0.0
primary sclerosing cholangitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
behcet's disease,0.0367619429090039,0.0571439257166366,0.115648378688694,0.115648378688694,0.138778105311832,0.115427142925821,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.10154984882896799,0.115648378688694,0.138778105311832,0.128249502550101,0.17347272704999897,0.0714299464323527,0.0476199206365212,0.115648378688694,0.041172338956928005,0.0476199206365212,0.0714299464323527,0.128249502550101,0.115648378688694,0.115648378688694,0.30405112121836303,0.0999899660382537,0.0571439257166366,0.115648378688694,0.0,1.0,0.115648378688694,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0476199206365212,0.0999899660382537,0.138778105311832,0.0999899660382537,0.42199872839720204,0.128249502550101,0.0714299464323527,0.0476199206365212,0.17347272704999897,0.138778105311832,0.42199872839720204,0.0892790042075809,0.132392281936114,0.138778105311832,0.17347272704999897,0.041172338956928005,0.138778105311832,0.138778105311832,0.138778105311832,0.12401972550795,0.138778105311832,0.128249502550101,0.0714299464323527,0.0999899660382537,0.0714299464323527,0.0999899660382537,0.138778105311832,0.138778105311832,0.115648378688694,0.0571439257166366,0.115648378688694,0.17347272704999897,0.138778105311832,0.226732089065557,0.0892681146452845,0.0933602719681705,0.0714299464323527,0.138778105311832,0.115648378688694,0.17347272704999897,0.0892681146452845,0.115648378688694,0.0,0.115648378688694,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0,0.42199872839720204,0.0476199206365212,0.115648378688694,0.0999899660382537,0.0714299464323527,0.115648378688694,0.17347272704999897,0.523555224709858,0.0571439257166366,0.0892681146452845,0.0999899660382537,0.0571439257166366,0.0571439257166366,0.138778105311832,0.106635281577545,0.115648378688694,0.138778105311832,0.0999899660382537,0.138778105311832,0.138778105311832,0.0933602719681705,0.0999899660382537,0.0,0.17347272704999897,0.115648378688694,0.0476199206365212,0.226732089065557,0.138778105311832,0.0714299464323527,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0999899660382537,0.0,0.0316202950567523,0.0999899660382537,0.0933602719681705,0.0476199206365212,0.0,0.0999899660382537,0.115648378688694,0.115648378688694,0.106635281577545,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.0999899660382537,0.0
autoimmune hepatitis,0.0280132767810044,0.0476199206365212,0.093408272931481,0.093408272931481,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.0822137478602683,0.093408272931481,0.115648378688694,0.115768709113422,0.14897652042149404,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,0.093408272931481,0.093408272931481,0.078342403747824,0.078342403747824,0.0476199206365212,0.093408272931481,0.0,0.115648378688694,1.0,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.078342403747824,0.115648378688694,0.078342403747824,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.14897652042149404,0.115648378688694,0.115648378688694,0.0680322436110106,0.39645121202195505,0.115648378688694,0.14897652042149404,0.0322586368373393,0.115648378688694,0.549999174998487,0.115648378688694,0.103565692421286,0.115648378688694,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.078342403747824,0.115648378688694,0.115648378688694,0.093408272931481,0.0476199206365212,0.171902619932726,0.14897652042149404,0.115648378688694,0.20006352136934302,0.34440859650897,0.0823790970344355,0.0613432731147329,0.115648378688694,0.093408272931481,0.14897652042149404,0.34440859650897,0.093408272931481,0.0,0.093408272931481,0.14897652042149404,0.115648378688694,0.078342403747824,0.0,0.115648378688694,0.0384622300306098,0.093408272931481,0.3725798659459621,0.0613432731147329,0.093408272931481,0.14897652042149404,0.438071660532094,0.0476199206365212,0.34440859650897,0.078342403747824,0.0476199206365212,0.0476199206365212,0.115648378688694,0.36537456344575503,0.093408272931481,0.115648378688694,0.078342403747824,0.212831890191799,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.093408272931481,0.0384622300306098,0.20006352136934302,0.115648378688694,0.0613432731147329,0.14897652042149404,0.549999174998487,0.078342403747824,0.078342403747824,0.0,0.023062117726601005,0.078342403747824,0.0823790970344355,0.0384622300306098,0.0,0.078342403747824,0.093408272931481,0.093408272931481,0.0892681146452845,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.078342403747824,0.0
