Disease,colon cancer,obesity,bacterial vaginosis,ulcerative colitis,atopic dermatitis,asthma,cystic fibrosis,psoriasis,colorectal carcinoma,liver cirrhosis,allergic asthma,multiple sclerosis,crohn's disease,irritable bowel syndrome,short bowel syndrome,acquired immunodeficiency syndrome,laryngeal carcinoma,chronic obstructive pulmonary disease,colorectal cancer,major depressive disorder,bipolar disorder,chronic fatigue syndrome,parkinson's disease,alzheimer's disease,atherosclerosis,aggressive periodontitis,esophageal cancer,ankylosing spondylitis,primary sclerosing cholangitis,behcet's disease,autoimmune hepatitis,hepatitis b,pancreatic cancer,tuberculosis,cervical cancer,rheumatoid arthritis,periodontal disease,blepharitis,coronary artery disease,polycystic ovary syndrome,trachoma,gestational diabetes,megaesophagus,pneumonia,hypertension,macular degeneration,systemic lupus erythematosus,denture stomatitis,osmotic diarrhea,endometrial cancer,acne,vitiligo,appendicitis,constipation,aphthous stomatitis,psoriatic arthritis,botulism,idiopathic pulmonary fibrosis,rett syndrome,gingivitis,eosinophilic esophagitis,chronic kidney disease,periodontitis,anorexia nervosa,kawasaki disease,pancreatitis,hepatic encephalopathy,gastroenteritis,primary biliary cholangitis,hepatitis c,schizophrenia,atrophic gastritis,cervicitis,hyperthyroidism,bullous pemphigoid,otitis media,chlamydia,alcoholic hepatitis,neuromyelitis optica,azoospermia,reactive arthritis,oligoasthenoteratozoospermia,budd-chiari syndrome,prostate cancer,multiple system atrophy,autoimmune polyendocrine syndrome type 1,attention deficit hyperactivity disorder,hirschsprung's disease,pelvic inflammatory disease,granulomatosis with polyangiitis,stomach cancer,myasthenia gravis,osteoarthritis,lung cancer,breast cancer,bronchiectasis,graves' disease,microscopic colitis,bronchiolitis,keratitis,chronic granulomatous disease,anovulation,cleft palate,silicosis,urolithiasis,endometriosis,cholestasis,tongue cancer,diarrhea,seborrheic dermatitis,generalized anxiety disorder,rosacea,familial mediterranean fever,fibromyalgia,collagenous colitis,pemphigus vulgaris,intrahepatic cholangiocarcinoma,osteoporosis,down syndrome,chronic mucocutaneous candidiasis,hyper ige syndrome,biliary atresia,alopecia universalis,hidradenitis suppurativa,huntington's disease,kaposi's sarcoma,wiskott-aldrich syndrome,hyperglycemia,biliary tract cancer,stevens-johnson syndrome,chronic urticaria,migraine,dry eye syndrome,covid-19
rett syndrome,0.0498579928542293,0.0714299464323527,0.0613432731147329,0.0613432731147329,0.0714299464323527,0.0591184875446644,0.0714299464323527,0.0865818037575277,0.0,0.0714299464323527,0.0536764212738369,0.0613432731147329,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0865818037575277,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.14897652042149404,0.21027009483971,0.14710563962039902,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.0545213728963117,0.0714299464323527,0.0613432731147329,0.0,0.0714299464323527,0.0613432731147329,0.10989238800625699,0.0714299464323527,0.0865818037575277,0.0613432731147329,0.0545213728963117,0.0714299464323527,0.0545213728963117,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0714299464323527,0.0498579928542293,0.0656073668246963,0.0714299464323527,0.0865818037575277,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0714299464323527,0.0636346770560017,0.0714299464323527,0.14710563962039902,0.0865818037575277,0.0545213728963117,1.0,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0613432731147329,0.31924812793235197,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.10989238800625699,0.0470411711002957,0.10989238800625699,0.21027009483971,0.0714299464323527,0.0613432731147329,0.0865818037575277,0.0470411711002957,0.0613432731147329,0.0,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0545213728963117,0.0,0.0714299464323527,0.0613432731147329,0.0613432731147329,0.0545213728963117,0.38696765352854207,0.0613432731147329,0.0865818037575277,0.0563205179329596,0.0714299464323527,0.0470411711002957,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.0714299464323527,0.0545144690325174,0.0613432731147329,0.0714299464323527,0.0545213728963117,0.0714299464323527,0.0714299464323527,0.10989238800625699,0.0545213728963117,0.0,0.0865818037575277,0.0613432731147329,0.0613432731147329,0.10989238800625699,0.0714299464323527,0.21027009483971,0.0865818037575277,0.0714299464323527,0.0545213728963117,0.0545213728963117,0.0,0.0444245555713213,0.0545213728963117,0.10989238800625699,0.0613432731147329,0.0,0.0545213728963117,0.0613432731147329,0.0613432731147329,0.0545144690325174,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0714299464323527,0.0865818037575277,0.0,0.0714299464323527,0.0545213728963117,0.0
gingivitis,0.0220824020542819,0.041172338956928005,0.078342403747824,0.144176356477088,0.0999899660382537,0.0836282440076777,0.041172338956928005,0.13240904846247098,0.0,0.18401514758300502,0.0690633914102252,0.078342403747824,0.18401514758300502,0.107359912685637,0.24367715641412802,0.0545213728963117,0.0322586368373393,0.078342403747824,0.0262176875118606,0.0322586368373393,0.0545213728963117,0.107359912685637,0.078342403747824,0.078342403747824,0.0636715268145186,0.458800951860886,0.041172338956928005,0.078342403747824,0.0,0.0999899660382537,0.078342403747824,0.07496321975220599,0.041172338956928005,0.0545213728963117,0.0322586368373393,0.0636715268145186,0.720502458320628,0.0636715268145186,0.0999899660382537,0.107359912685637,0.0545213728963117,0.0322586368373393,0.24367715641412802,0.0999899660382537,0.0999899660382537,0.053628690703256,0.101868774864881,0.30405112121836303,0.24367715641412802,0.0262176875118606,0.0999899660382537,0.0999899660382537,0.18401514758300502,0.16502309754801098,0.30405112121836303,0.107359912685637,0.0545213728963117,0.0636715268145186,0.0545213728963117,1.0,0.18401514758300502,0.0999899660382537,0.5645155881887141,0.041172338956928005,0.078342403747824,0.13240904846247098,0.0999899660382537,0.335039696443533,0.112113627481774,0.07496321975220599,0.0545213728963117,0.18401514758300502,0.078342403747824,0.13240904846247098,0.0609201902754844,0.078342403747824,0.0,0.144176356477088,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.0,0.0999899660382537,0.0322586368373393,0.078342403747824,0.0636715268145186,0.0545213728963117,0.144176356477088,0.13240904846247098,0.0798615736732446,0.041172338956928005,0.0609201902754844,0.0636715268145186,0.041172338956928005,0.041172338956928005,0.0999899660382537,0.0774206211888767,0.144176356477088,0.0999899660382537,0.0636715268145186,0.0999899660382537,0.0999899660382537,0.07496321975220599,0.0636715268145186,0.0,0.13240904846247098,0.144176356477088,0.0322586368373393,0.335039696443533,0.0999899660382537,0.0545213728963117,0.13240904846247098,0.0999899660382537,0.0636715268145186,0.117177011532601,0.0,0.0172583557076123,0.0636715268145186,0.07496321975220599,0.0322586368373393,0.0,0.117177011532601,0.078342403747824,0.078342403747824,0.0774206211888767,0.0322586368373393,0.0545213728963117,0.041172338956928005,0.041172338956928005,0.13240904846247098,0.0,0.0999899660382537,0.0636715268145186,0.0
eosinophilic esophagitis,0.0367619429090039,0.0571439257166366,0.115648378688694,0.212831890191799,0.138778105311832,0.115427142925821,0.0571439257166366,0.17347272704999897,0.0,0.25539836187639603,0.10154984882896799,0.115648378688694,0.25539836187639603,0.128249502550101,0.31924812793235197,0.0714299464323527,0.0476199206365212,0.115648378688694,0.041172338956928005,0.0476199206365212,0.0714299464323527,0.128249502550101,0.115648378688694,0.115648378688694,0.0999899660382537,0.18401514758300502,0.0571439257166366,0.115648378688694,0.0,0.138778105311832,0.115648378688694,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0476199206365212,0.0999899660382537,0.25539836187639603,0.0999899660382537,0.138778105311832,0.128249502550101,0.0714299464323527,0.0476199206365212,0.527498700621427,0.138778105311832,0.138778105311832,0.0892790042075809,0.132392281936114,0.25539836187639603,0.31924812793235197,0.041172338956928005,0.138778105311832,0.138778105311832,0.25539836187639603,0.22823798223732003,0.25539836187639603,0.128249502550101,0.0714299464323527,0.0999899660382537,0.0714299464323527,0.18401514758300502,1.0,0.138778105311832,0.212831890191799,0.0571439257166366,0.115648378688694,0.17347272704999897,0.138778105311832,0.4172632563475379,0.16428333703628,0.0933602719681705,0.0714299464323527,0.25539836187639603,0.115648378688694,0.17347272704999897,0.0892681146452845,0.115648378688694,0.0,0.212831890191799,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0,0.138778105311832,0.0476199206365212,0.115648378688694,0.0999899660382537,0.0714299464323527,0.212831890191799,0.17347272704999897,0.11008800675356802,0.0571439257166366,0.0892681146452845,0.0999899660382537,0.0571439257166366,0.0571439257166366,0.138778105311832,0.106635281577545,0.212831890191799,0.138778105311832,0.0999899660382537,0.138778105311832,0.138778105311832,0.0933602719681705,0.0999899660382537,0.0,0.17347272704999897,0.212831890191799,0.0476199206365212,0.4172632563475379,0.138778105311832,0.0714299464323527,0.17347272704999897,0.138778105311832,0.0999899660382537,0.18401514758300502,0.0,0.0316202950567523,0.0999899660382537,0.0933602719681705,0.0476199206365212,0.0,0.18401514758300502,0.115648378688694,0.115648378688694,0.106635281577545,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.0999899660382537,0.0
chronic kidney disease,0.0367619429090039,0.0571439257166366,0.115648378688694,0.115648378688694,0.138778105311832,0.115427142925821,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.10154984882896799,0.115648378688694,0.138778105311832,0.128249502550101,0.17347272704999897,0.0714299464323527,0.0476199206365212,0.115648378688694,0.041172338956928005,0.0476199206365212,0.0714299464323527,0.128249502550101,0.115648378688694,0.115648378688694,0.0999899660382537,0.0999899660382537,0.0571439257166366,0.115648378688694,0.0,0.138778105311832,0.115648378688694,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0476199206365212,0.0999899660382537,0.138778105311832,0.0999899660382537,0.138778105311832,0.128249502550101,0.0714299464323527,0.0476199206365212,0.17347272704999897,0.138778105311832,0.138778105311832,0.0892790042075809,0.132392281936114,0.138778105311832,0.17347272704999897,0.041172338956928005,0.138778105311832,0.138778105311832,0.138778105311832,0.12401972550795,0.138778105311832,0.128249502550101,0.0714299464323527,0.0999899660382537,0.0714299464323527,0.0999899660382537,0.138778105311832,1.0,0.115648378688694,0.0571439257166366,0.115648378688694,0.17347272704999897,0.138778105311832,0.226732089065557,0.0892681146452845,0.0933602719681705,0.0714299464323527,0.138778105311832,0.115648378688694,0.17347272704999897,0.0892681146452845,0.115648378688694,0.0,0.115648378688694,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0,0.138778105311832,0.0476199206365212,0.115648378688694,0.0999899660382537,0.0714299464323527,0.115648378688694,0.17347272704999897,0.11008800675356802,0.0571439257166366,0.0892681146452845,0.0999899660382537,0.0571439257166366,0.0571439257166366,0.138778105311832,0.106635281577545,0.115648378688694,0.138778105311832,0.0999899660382537,0.138778105311832,0.138778105311832,0.0933602719681705,0.0999899660382537,0.0,0.17347272704999897,0.115648378688694,0.0476199206365212,0.226732089065557,0.138778105311832,0.0714299464323527,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0999899660382537,0.0,0.0316202950567523,0.0999899660382537,0.0933602719681705,0.0476199206365212,0.0,0.0999899660382537,0.115648378688694,0.115648378688694,0.106635281577545,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.0999899660382537,0.0
periodontitis,0.0280132767810044,0.0476199206365212,0.093408272931481,0.171902619932726,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.212831890191799,0.0822137478602683,0.093408272931481,0.212831890191799,0.115768709113422,0.274166873716867,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,0.093408272931481,0.093408272931481,0.078342403747824,0.8387094771069309,0.0476199206365212,0.093408272931481,0.0,0.115648378688694,0.093408272931481,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.078342403747824,0.8333330277772181,0.078342403747824,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.274166873716867,0.115648378688694,0.115648378688694,0.0680322436110106,0.114242844100718,0.351665478053376,0.274166873716867,0.0322586368373393,0.115648378688694,0.115648378688694,0.212831890191799,0.190595686052619,0.351665478053376,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.5645155881887141,0.212831890191799,0.115648378688694,1.0,0.0476199206365212,0.093408272931481,0.14897652042149404,0.115648378688694,0.368184127562069,0.133274986446135,0.0823790970344355,0.0613432731147329,0.212831890191799,0.093408272931481,0.14897652042149404,0.0724188282515526,0.093408272931481,0.0,0.171902619932726,0.14897652042149404,0.115648378688694,0.078342403747824,0.0,0.115648378688694,0.0384622300306098,0.093408272931481,0.078342403747824,0.0613432731147329,0.171902619932726,0.14897652042149404,0.0921133696066727,0.0476199206365212,0.0724188282515526,0.078342403747824,0.0476199206365212,0.0476199206365212,0.115648378688694,0.0892681146452845,0.171902619932726,0.115648378688694,0.078342403747824,0.115648378688694,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.171902619932726,0.0384622300306098,0.368184127562069,0.115648378688694,0.0613432731147329,0.14897652042149404,0.115648378688694,0.078342403747824,0.144176356477088,0.0,0.023062117726601005,0.078342403747824,0.0823790970344355,0.0384622300306098,0.0,0.144176356477088,0.093408272931481,0.093408272931481,0.0892681146452845,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.078342403747824,0.0
anorexia nervosa,0.0367619429090039,0.0571439257166366,0.0476199206365212,0.0476199206365212,0.0571439257166366,0.0475288235576909,0.0571439257166366,0.0714299464323527,0.0,0.0571439257166366,0.0418146436354573,0.0476199206365212,0.0571439257166366,0.128249502550101,0.0714299464323527,0.0714299464323527,0.0476199206365212,0.0476199206365212,0.041172338956928005,0.115648378688694,0.17347272704999897,0.128249502550101,0.0476199206365212,0.0476199206365212,0.041172338956928005,0.041172338956928005,0.0571439257166366,0.0476199206365212,0.0,0.0571439257166366,0.0476199206365212,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0476199206365212,0.041172338956928005,0.0571439257166366,0.041172338956928005,0.0571439257166366,0.128249502550101,0.0714299464323527,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.0367619429090039,0.0545144690325174,0.0571439257166366,0.0714299464323527,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0571439257166366,0.0510669457973912,0.0571439257166366,0.128249502550101,0.0714299464323527,0.041172338956928005,0.31924812793235197,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0476199206365212,1.0,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0933602719681705,0.0367574589715877,0.0933602719681705,0.17347272704999897,0.0571439257166366,0.0476199206365212,0.0714299464323527,0.0367574589715877,0.0476199206365212,0.0,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.041172338956928005,0.0,0.0571439257166366,0.0476199206365212,0.0476199206365212,0.041172338956928005,0.527498700621427,0.0476199206365212,0.0714299464323527,0.0453303557220572,0.0571439257166366,0.0367574589715877,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0571439257166366,0.0439086453554596,0.0476199206365212,0.0571439257166366,0.041172338956928005,0.0571439257166366,0.0571439257166366,0.0933602719681705,0.041172338956928005,0.0,0.0714299464323527,0.0476199206365212,0.0476199206365212,0.0933602719681705,0.0571439257166366,0.17347272704999897,0.0714299464323527,0.0571439257166366,0.041172338956928005,0.041172338956928005,0.0,0.0316202950567523,0.041172338956928005,0.0933602719681705,0.0476199206365212,0.0,0.041172338956928005,0.0476199206365212,0.0476199206365212,0.0439086453554596,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.0714299464323527,0.0,0.0571439257166366,0.041172338956928005,0.0
kawasaki disease,0.0280132767810044,0.0476199206365212,0.093408272931481,0.093408272931481,0.115648378688694,0.0965076580784755,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.0822137478602683,0.093408272931481,0.115648378688694,0.115768709113422,0.14897652042149404,0.0613432731147329,0.0384622300306098,0.093408272931481,0.0322586368373393,0.0384622300306098,0.0613432731147329,0.115768709113422,0.093408272931481,0.093408272931481,0.078342403747824,0.078342403747824,0.0476199206365212,0.093408272931481,0.0,0.115648378688694,0.171902619932726,0.0823790970344355,0.0476199206365212,0.0613432731147329,0.0384622300306098,0.078342403747824,0.115648378688694,0.078342403747824,0.115648378688694,0.115768709113422,0.0613432731147329,0.0384622300306098,0.14897652042149404,0.115648378688694,0.115648378688694,0.0680322436110106,0.17738535564473898,0.115648378688694,0.14897652042149404,0.0322586368373393,0.115648378688694,0.212831890191799,0.115648378688694,0.103565692421286,0.115648378688694,0.115768709113422,0.0613432731147329,0.078342403747824,0.0613432731147329,0.078342403747824,0.115648378688694,0.115648378688694,0.093408272931481,0.0476199206365212,1.0,0.14897652042149404,0.115648378688694,0.20006352136934302,0.133274986446135,0.0823790970344355,0.0613432731147329,0.115648378688694,0.093408272931481,0.14897652042149404,0.133274986446135,0.093408272931481,0.0,0.093408272931481,0.14897652042149404,0.115648378688694,0.078342403747824,0.0,0.115648378688694,0.0384622300306098,0.093408272931481,0.144176356477088,0.0613432731147329,0.093408272931481,0.14897652042149404,0.169519562553456,0.0476199206365212,0.133274986446135,0.078342403747824,0.0476199206365212,0.0476199206365212,0.115648378688694,0.15104535661434002,0.093408272931481,0.115648378688694,0.078342403747824,0.212831890191799,0.115648378688694,0.0823790970344355,0.078342403747824,0.0,0.14897652042149404,0.093408272931481,0.0384622300306098,0.20006352136934302,0.115648378688694,0.0613432731147329,0.14897652042149404,0.212831890191799,0.078342403747824,0.078342403747824,0.0,0.023062117726601005,0.078342403747824,0.0823790970344355,0.0384622300306098,0.0,0.078342403747824,0.093408272931481,0.093408272931481,0.0892681146452845,0.0384622300306098,0.0613432731147329,0.0476199206365212,0.0476199206365212,0.14897652042149404,0.0,0.115648378688694,0.078342403747824,0.0
pancreatitis,0.0498579928542293,0.0714299464323527,0.14897652042149404,0.14897652042149404,0.17347272704999897,0.143573469751328,0.0714299464323527,0.21027009483971,0.0,0.17347272704999897,0.130357023093604,0.14897652042149404,0.17347272704999897,0.14710563962039902,0.21027009483971,0.0865818037575277,0.0613432731147329,0.14897652042149404,0.0545213728963117,0.0613432731147329,0.0865818037575277,0.14710563962039902,0.14897652042149404,0.14897652042149404,0.13240904846247098,0.13240904846247098,0.0714299464323527,0.14897652042149404,0.0,0.17347272704999897,0.14897652042149404,0.10989238800625699,0.0714299464323527,0.0865818037575277,0.0613432731147329,0.13240904846247098,0.17347272704999897,0.13240904846247098,0.17347272704999897,0.14710563962039902,0.0865818037575277,0.0613432731147329,0.21027009483971,0.17347272704999897,0.17347272704999897,0.1210836969317,0.159332176574263,0.17347272704999897,0.21027009483971,0.0545213728963117,0.17347272704999897,0.17347272704999897,0.17347272704999897,0.15454135856457502,0.17347272704999897,0.14710563962039902,0.0865818037575277,0.13240904846247098,0.0865818037575277,0.13240904846247098,0.17347272704999897,0.17347272704999897,0.14897652042149404,0.0714299464323527,0.14897652042149404,1.0,0.17347272704999897,0.26688151372948105,0.114242844100718,0.10989238800625699,0.0865818037575277,0.17347272704999897,0.14897652042149404,0.38696765352854207,0.114242844100718,0.14897652042149404,0.0,0.14897652042149404,0.21027009483971,0.17347272704999897,0.13240904846247098,0.0,0.17347272704999897,0.0613432731147329,0.14897652042149404,0.13240904846247098,0.0865818037575277,0.14897652042149404,0.21027009483971,0.13677840069433,0.0714299464323527,0.114242844100718,0.13240904846247098,0.0714299464323527,0.0714299464323527,0.17347272704999897,0.24364630036982302,0.14897652042149404,0.17347272704999897,0.13240904846247098,0.17347272704999897,0.17347272704999897,0.10989238800625699,0.13240904846247098,0.0,0.21027009483971,0.14897652042149404,0.0613432731147329,0.26688151372948105,0.17347272704999897,0.0865818037575277,0.21027009483971,0.17347272704999897,0.13240904846247098,0.13240904846247098,0.0,0.0444245555713213,0.13240904846247098,0.10989238800625699,0.0613432731147329,0.0,0.13240904846247098,0.14897652042149404,0.14897652042149404,0.132392281936114,0.0613432731147329,0.0865818037575277,0.0714299464323527,0.0714299464323527,0.21027009483971,0.0,0.17347272704999897,0.13240904846247098,0.0
hepatic encephalopathy,0.0367619429090039,0.0571439257166366,0.115648378688694,0.115648378688694,0.138778105311832,0.115427142925821,0.0571439257166366,0.17347272704999897,0.0,0.138778105311832,0.10154984882896799,0.351665478053376,0.138778105311832,0.128249502550101,0.17347272704999897,0.0714299464323527,0.0476199206365212,0.115648378688694,0.041172338956928005,0.0476199206365212,0.0714299464323527,0.128249502550101,0.351665478053376,0.351665478053376,0.0999899660382537,0.0999899660382537,0.0571439257166366,0.115648378688694,0.0,0.138778105311832,0.115648378688694,0.0933602719681705,0.0571439257166366,0.0714299464323527,0.0476199206365212,0.0999899660382537,0.138778105311832,0.18401514758300502,0.138778105311832,0.128249502550101,0.0714299464323527,0.0476199206365212,0.17347272704999897,0.138778105311832,0.138778105311832,0.164303377491262,0.132392281936114,0.138778105311832,0.17347272704999897,0.041172338956928005,0.138778105311832,0.138778105311832,0.138778105311832,0.12401972550795,0.138778105311832,0.128249502550101,0.0714299464323527,0.0999899660382537,0.0714299464323527,0.0999899660382537,0.138778105311832,0.138778105311832,0.115648378688694,0.0571439257166366,0.115648378688694,0.17347272704999897,1.0,0.226732089065557,0.0892681146452845,0.0933602719681705,0.0714299464323527,0.138778105311832,0.115648378688694,0.17347272704999897,0.0892681146452845,0.212831890191799,0.0,0.115648378688694,0.527498700621427,0.138778105311832,0.0999899660382537,0.0,0.138778105311832,0.0476199206365212,0.351665478053376,0.0999899660382537,0.0714299464323527,0.115648378688694,0.17347272704999897,0.11008800675356802,0.0571439257166366,0.16428333703628,0.0999899660382537,0.0571439257166366,0.0571439257166366,0.138778105311832,0.106635281577545,0.115648378688694,0.138778105311832,0.18401514758300502,0.138778105311832,0.138778105311832,0.0933602719681705,0.0999899660382537,0.0,0.17347272704999897,0.115648378688694,0.0476199206365212,0.226732089065557,0.138778105311832,0.0714299464323527,0.17347272704999897,0.138778105311832,0.0999899660382537,0.0999899660382537,0.0,0.0316202950567523,0.0999899660382537,0.0933602719681705,0.0476199206365212,0.0,0.0999899660382537,0.115648378688694,0.115648378688694,0.324258305205187,0.0476199206365212,0.0714299464323527,0.0571439257166366,0.0571439257166366,0.17347272704999897,0.0,0.659999251998354,0.18401514758300502,0.0
gastroenteritis,0.0698989009481177,0.0933602719681705,0.20006352136934302,0.368184127562069,0.226732089065557,0.186245248845693,0.0933602719681705,0.26688151372948105,0.0,0.4172632563475379,0.1741245940158,0.20006352136934302,0.4172632563475379,0.17637095066694897,0.49115169333408704,0.10989238800625699,0.0823790970344355,0.20006352136934302,0.07496321975220599,0.0823790970344355,0.10989238800625699,0.17637095066694897,0.20006352136934302,0.20006352136934302,0.182053533683929,0.335039696443533,0.0933602719681705,0.20006352136934302,0.0,0.226732089065557,0.20006352136934302,0.13541255428345803,0.0933602719681705,0.10989238800625699,0.0823790970344355,0.182053533683929,0.4172632563475379,0.182053533683929,0.226732089065557,0.17637095066694897,0.10989238800625699,0.0823790970344355,0.49115169333408704,0.226732089065557,0.226732089065557,0.169754473731143,0.20003672731382102,0.4172632563475379,0.49115169333408704,0.07496321975220599,0.226732089065557,0.226732089065557,0.4172632563475379,0.369955799726927,0.4172632563475379,0.17637095066694897,0.10989238800625699,0.182053533683929,0.10989238800625699,0.335039696443533,0.4172632563475379,0.226732089065557,0.368184127562069,0.0933602719681705,0.20006352136934302,0.26688151372948105,0.226732089065557,1.0,0.279544011278332,0.13541255428345803,0.10989238800625699,0.4172632563475379,0.20006352136934302,0.26688151372948105,0.151898344027952,0.20006352136934302,0.0,0.368184127562069,0.26688151372948105,0.226732089065557,0.182053533683929,0.0,0.226732089065557,0.0823790970344355,0.20006352136934302,0.182053533683929,0.10989238800625699,0.368184127562069,0.26688151372948105,0.177128569736427,0.0933602719681705,0.151898344027952,0.182053533683929,0.0933602719681705,0.0933602719681705,0.226732089065557,0.17126035044920399,0.368184127562069,0.226732089065557,0.182053533683929,0.226732089065557,0.226732089065557,0.13541255428345803,0.182053533683929,0.0,0.26688151372948105,0.368184127562069,0.0823790970344355,0.6052112120015789,0.226732089065557,0.10989238800625699,0.26688151372948105,0.226732089065557,0.182053533683929,0.335039696443533,0.0,0.0640035322631421,0.182053533683929,0.13541255428345803,0.0823790970344355,0.0,0.335039696443533,0.20006352136934302,0.20006352136934302,0.17126035044920399,0.0823790970344355,0.10989238800625699,0.0933602719681705,0.0933602719681705,0.26688151372948105,0.0,0.226732089065557,0.182053533683929,0.0
primary biliary cholangitis,0.0218282503521771,0.0367574589715877,0.0724188282515526,0.133274986446135,0.0892681146452845,0.0774162791421573,0.0367574589715877,0.114242844100718,0.0,0.6432435033228101,0.06550380123749701,0.0724188282515526,0.16428333703628,0.0865360309624762,0.21024523410132198,0.0470411711002957,0.0298195175153452,0.0724188282515526,0.0250847842310818,0.0298195175153452,0.0470411711002957,0.0865360309624762,0.0724188282515526,0.0724188282515526,0.0609201902754844,0.112113627481774,0.0367574589715877,0.0724188282515526,0.0,0.0892681146452845,0.34440859650897,0.0625463769526861,0.0367574589715877,0.0470411711002957,0.0298195175153452,0.0609201902754844,0.16428333703628,0.0609201902754844,0.0892681146452845,0.0865360309624762,0.0470411711002957,0.0298195175153452,0.21024523410132198,0.0892681146452845,0.0892681146452845,0.0530114651410014,0.32149506740104306,0.16428333703628,0.21024523410132198,0.0250847842310818,0.0892681146452845,0.42454023104585603,0.16428333703628,0.150711151505667,0.16428333703628,0.0865360309624762,0.0470411711002957,0.0609201902754844,0.0470411711002957,0.112113627481774,0.16428333703628,0.0892681146452845,0.133274986446135,0.0367574589715877,0.133274986446135,0.114242844100718,0.0892681146452845,0.279544011278332,1.0,0.0625463769526861,0.0470411711002957,0.16428333703628,0.0724188282515526,0.114242844100718,0.28121725550449,0.0724188282515526,0.0,0.34440859650897,0.114242844100718,0.0892681146452845,0.0609201902754844,0.0,0.0892681146452845,0.0298195175153452,0.0724188282515526,0.28972351166686,0.0470411711002957,0.133274986446135,0.114242844100718,0.3546053556977589,0.0367574589715877,0.28121725550449,0.0609201902754844,0.0367574589715877,0.0367574589715877,0.0892681146452845,0.297510242045281,0.133274986446135,0.0892681146452845,0.0609201902754844,0.16428333703628,0.0892681146452845,0.0625463769526861,0.0609201902754844,0.0,0.114242844100718,0.220212355295538,0.0298195175153452,0.279544011278332,0.0892681146452845,0.0470411711002957,0.114242844100718,0.42454023104585603,0.0609201902754844,0.112113627481774,0.0,0.0180133812047038,0.0609201902754844,0.0625463769526861,0.0298195175153452,0.0,0.18524710920504503,0.0724188282515526,0.0724188282515526,0.07268754054628501,0.0298195175153452,0.0470411711002957,0.0367574589715877,0.0367574589715877,0.114242844100718,0.0,0.0892681146452845,0.0609201902754844,0.0
