1.0,0.0,0.52534,0.38336,0.24661,0.14785,0.0,0.0,0.0,0.0,0.06711,0.18986,0.0,0.58878,0.0,0.0,0.0,0.12685,0.0,0.0,0.04945,0.0,0.05613,0.0,0.0,0.0,0.14802,0.02738,0.21896,0.0,0.0,0.13531,0.0,0.0,0.322,0.0,0.0,0.0,0.0,0.0,0.08578,0.0,0.06785
0.0,1.0,0.0,0.0,0.0,0.08576,0.0,0.0,0.0,0.0,0.179,0.0,0.25554,0.0,0.17134,0.0,0.0,0.24922,0.10291,0.0,0.0,0.60338,0.14196,0.0,0.11785,0.2213,0.12092,0.0,0.0,0.10542,0.0,0.18095,0.0,0.73806,0.0,0.0,0.10086,0.31391,0.10532,0.37595,0.25223,0.06697,0.18165
0.52534,0.0,1.0,0.4017,0.32606,0.12455,0.0,0.0,0.0,0.0,0.08377,0.26421,0.0,0.82982,0.0,0.0,0.0,0.15622,0.0,0.0,0.05199,0.0,0.06733,0.0,0.0,0.0,0.17337,0.0298,0.27941,0.0,0.0,0.16925,0.0,0.0,0.47225,0.0,0.0,0.0,0.0,0.0,0.11503,0.0,0.08493
0.38336,0.0,0.4017,1.0,0.36601,0.17327,0.0,0.0,0.0,0.0,0.09147,0.30463,0.0,0.48107,0.0,0.0,0.0,0.16952,0.0,0.0,0.05291,0.0,0.07221,0.0,0.0,0.0,0.18405,0.03072,0.2055,0.0,0.0,0.18497,0.0,0.0,0.37397,0.0,0.0,0.0,0.0,0.0,0.13005,0.0,0.09285
0.24661,0.0,0.32606,0.36601,1.0,0.20149,0.0,0.0,0.0,0.0,0.07896,0.24103,0.0,0.37648,0.0,0.0,0.0,0.14782,0.0,0.0,0.05134,0.0,0.06418,0.14853,0.0,0.0,0.16637,0.02916,0.17445,0.0,0.0,0.15942,0.0,0.0,0.28246,0.0,0.0,0.0,0.0,0.0,0.10614,0.0,0.07998
0.14785,0.08576,0.12455,0.17327,0.20149,1.0,0.0,0.0,0.0,0.0,0.18148,0.08627,0.07113,0.13127,0.0713,0.0,0.0,0.31673,0.05585,0.0,0.04092,0.09368,0.16411,0.07054,0.05997,0.07869,0.60678,0.04007,0.0759,0.05658,0.0,0.32811,0.0,0.07756,0.09105,0.0,0.05524,0.07712,0.05655,0.07403,0.2057,0.03194,0.18256
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31593,0.0,0.68623,0.0,0.0,0.0,0.0,0.0,0.0,0.1551,0.0,0.0,0.0,0.21592,0.0,0.0,0.10051,0.0,0.0,0.0,0.12278,0.0,0.0,0.4697,0.0,0.17245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.31593,1.0,0.0,0.38883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.05942,0.0,0.0,0.25536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33394,0.0,0.0,0.0,0.23076,0.01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.68623,0.38883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11776,0.0,0.0,0.0,0.0,0.0,0.0,0.05669,0.0,0.0,0.74025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06711,0.179,0.08377,0.09147,0.07896,0.18148,0.0,0.0,0.0,0.0,1.0,0.09063,0.12525,0.09341,0.12577,0.0,0.0,0.30738,0.08452,0.0,0.01635,0.21737,0.27297,0.0,0.09434,0.15076,0.24075,0.02701,0.07042,0.0862,0.0,0.32719,0.0,0.14666,0.10186,0.0,0.08313,0.36331,0.21571,0.13452,0.41124,0.05219,0.32811
0.18986,0.0,0.26421,0.30463,0.24103,0.08627,0.0,0.0,0.0,0.0,0.09063,1.0,0.0,0.31558,0.0,0.0,0.0,0.24961,0.0,0.0,0.03521,0.0,0.07169,0.0,0.0,0.0,0.12194,0.03062,0.20338,0.0,0.0,0.18325,0.0,0.0,0.367,0.0,0.0,0.0,0.0,0.0,0.12836,0.0,0.09198
0.0,0.25554,0.0,0.0,0.0,0.07113,0.0,0.0,0.0,0.0,0.12525,0.0,1.0,0.0,0.12144,0.0,0.0,0.17822,0.08254,0.0,0.0,0.30713,0.10591,0.0,0.09188,0.287,0.09374,0.0266,0.0,0.08415,0.0,0.1262,0.0,0.2112,0.0,0.0,0.08122,0.20902,0.08409,0.38485,0.15717,0.05069,0.12654
0.58878,0.0,0.82982,0.48107,0.37648,0.13127,0.0,0.0,0.0,0.0,0.09341,0.31558,0.0,1.0,0.0,0.0,0.0,0.17286,0.0,0.0,0.05313,0.0,0.07342,0.0,0.0,0.0,0.18666,0.03093,0.31564,0.0,0.0,0.18895,0.0,0.0,0.5859,0.0,0.0,0.0,0.0,0.0,0.13402,0.0,0.09486
0.0,0.17134,0.0,0.0,0.0,0.0713,0.0,0.0,0.0,0.0,0.12577,0.0,0.12144,0.0,1.0,0.0,0.0,0.11928,0.08277,0.0,0.0,0.20617,0.10629,0.0,0.09217,0.14528,0.09404,0.0,0.0,0.08439,0.0,0.12673,0.0,0.14147,0.0,0.0,0.08144,0.14,0.08432,0.13015,0.158,0.05086,0.12707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12323,0.01671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04885,0.0,0.0,0.18243,0.0,0.0,0.0,0.0805,0.0,0.0,0.0,0.0,0.28689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12685,0.24922,0.15622,0.16952,0.14782,0.31673,0.0,0.0,0.0,0.0,0.30738,0.24961,0.17822,0.17286,0.11928,0.0,0.0,1.0,0.08154,0.0,0.03224,0.29804,0.26066,0.0,0.09064,0.14153,0.41604,0.02639,0.13275,0.08311,0.0,0.55741,0.0,0.20686,0.18723,0.0,0.08025,0.20477,0.08305,0.19069,0.38393,0.04994,0.31049
0.0,0.10291,0.0,0.0,0.0,0.05585,0.0,0.0,0.0,0.0,0.08452,0.0,0.08254,0.0,0.08277,0.0,0.0,0.08154,1.0,0.0,0.0,0.11453,0.07525,0.0,0.70723,0.0929,0.06889,0.06624,0.0,0.1907,0.0,0.08495,0.0,0.09133,0.0,0.0,0.24751,0.09071,0.3814,0.08647,0.09794,0.03647,0.0851
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.12323,0.0,0.0,0.0,1.0,0.01812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04945,0.0,0.05199,0.05291,0.05134,0.04092,0.21592,0.0346,0.01784,0.11776,0.01635,0.03521,0.0,0.05313,0.0,0.01671,0.04885,0.03224,0.0,0.01812,1.0,0.0,0.03121,0.03228,0.0,0.0,0.04509,0.09627,0.03335,0.0,0.12283,0.03276,0.05045,0.0,0.03598,0.0,0.0,0.0,0.0,0.0,0.01726,0.0,0.01639
0.0,0.60338,0.0,0.0,0.0,0.09368,0.0,0.0,0.0,0.0,0.21737,0.0,0.30713,0.0,0.20617,0.0,0.0,0.29804,0.11453,0.0,0.0,1.0,0.16507,0.0,0.13335,0.28306,0.13729,0.0,0.0,0.11765,0.0,0.22025,0.0,0.40342,0.0,0.0,0.112,0.39553,0.11753,0.34617,0.33572,0.07717,0.22129
0.05613,0.14196,0.06733,0.07221,0.06418,0.16411,0.0,0.0,0.0,0.0,0.27297,0.07169,0.10591,0.07342,0.10629,0.0,0.0,0.26066,0.07525,0.0,0.03121,0.16507,1.0,0.0,0.08294,0.12359,0.21111,0.05008,0.05842,0.07658,0.0,0.27477,0.0,0.12083,0.07854,0.0,0.07415,0.11975,0.07653,0.11247,0.3317,0.0453,0.27542
0.0,0.0,0.0,0.0,0.14853,0.07054,0.10051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18243,0.0,0.0,0.0,0.03228,0.0,0.0,1.0,0.0,0.0,0.0,0.05288,0.0,0.0,0.0,0.0,0.20692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.11785,0.0,0.0,0.0,0.05997,0.0,0.0,0.0,0.0,0.09434,0.0,0.09188,0.0,0.09217,0.0,0.0,0.09064,0.70723,0.0,0.0,0.13335,0.08294,0.0,1.0,0.10491,0.07528,0.07006,0.0,0.20691,0.0,0.09488,0.0,0.10291,0.0,0.0,0.26794,0.10213,0.4138,0.09678,0.11138,0.04007,0.09507
0.0,0.2213,0.0,0.0,0.0,0.07869,0.0,0.0,0.0,0.0,0.15076,0.0,0.287,0.0,0.14528,0.0,0.0,0.14153,0.0929,0.0,0.0,0.28306,0.12359,0.0,0.10491,1.0,0.10734,0.05732,0.0,0.09494,0.0,0.15213,0.0,0.17388,0.0,0.0,0.09123,0.17167,0.09486,0.15709,0.19954,0.05874,0.15263
0.14802,0.12092,0.17337,0.18405,0.16637,0.60678,0.0,0.0,0.0,0.0,0.24075,0.12194,0.09374,0.18666,0.09404,0.0,0.0,0.41604,0.06889,0.0,0.04509,0.13729,0.21111,0.0,0.07528,0.10734,1.0,0.02359,0.10221,0.07001,0.0,0.43588,0.0,0.10524,0.13172,0.0,0.06797,0.10443,0.06997,0.09884,0.28531,0.04077,0.24265
